****3****
500
2;19;1;2;0;
55;22;1;2;0;
31;53;1;2;0;
29;50;1;2;0;
48;20;1;2;0;
60;93;1;2;0;
97;23;1;2;0;
37;55;1;2;0;
41;23;1;2;0;
7;43;1;2;0;
72;95;1;2;0;
87;13;1;2;0;
20;98;1;2;0;
85;70;1;2;0;
16;34;1;2;0;
51;69;1;2;0;
53;5;1;2;0;
42;35;1;2;0;
58;70;1;2;0;
84;57;1;2;0;
42;96;1;2;0;
2;90;1;2;0;
70;38;1;2;0;
44;62;1;2;0;
12;2;1;2;0;
5;84;1;2;0;
97;91;1;2;0;
48;68;1;2;0;
40;32;1;2;0;
38;56;1;2;0;
66;88;1;2;0;
24;18;1;2;0;
44;18;1;2;0;
4;1;1;2;0;
87;40;1;2;0;
10;80;1;2;0;
35;11;1;2;0;
69;56;1;2;0;
100;65;1;2;0;
18;11;1;2;0;
66;22;1;2;0;
46;14;1;2;0;
64;94;1;2;0;
82;4;1;2;0;
25;71;1;2;0;
11;42;1;2;0;
58;86;1;2;0;
11;1;1;2;0;
3;15;1;2;0;
54;42;1;2;0;
6;63;1;2;0;
73;40;1;2;0;
25;42;1;2;0;
47;24;1;2;0;
58;64;1;2;0;
86;23;1;2;0;
37;84;1;2;0;
89;1;1;2;0;
77;22;1;2;0;
56;53;1;2;0;
92;18;1;2;0;
47;1;1;2;0;
3;57;1;2;0;
53;58;1;2;0;
23;58;1;2;0;
51;28;1;2;0;
72;23;1;2;0;
19;96;1;2;0;
64;66;1;2;0;
71;73;1;2;0;
29;9;1;2;0;
48;66;1;2;0;
92;36;1;2;0;
18;20;1;2;0;
9;25;1;2;0;
24;100;1;2;0;
42;70;1;2;0;
52;96;1;2;0;
27;56;1;2;0;
53;1;1;2;0;
14;3;1;2;0;
29;85;1;2;0;
26;47;1;2;0;
81;41;1;2;0;
64;3;1;2;0;
14;45;1;2;0;
11;13;1;2;0;
62;54;1;2;0;
48;79;1;2;0;
73;56;1;2;0;
3;49;1;2;0;
7;96;1;2;0;
18;10;1;2;0;
91;96;1;2;0;
65;96;1;2;0;
97;78;1;2;0;
50;77;1;2;0;
15;27;1;2;0;
75;47;1;2;0;
68;39;1;2;0;
49;33;1;2;0;
83;12;1;2;0;
45;44;1;2;0;
17;44;1;2;0;
74;42;1;2;0;
51;76;1;2;0;
90;9;1;2;0;
23;59;1;2;0;
70;13;1;2;0;
55;34;1;2;0;
8;3;1;2;0;
64;10;1;2;0;
79;78;1;2;0;
36;53;1;2;0;
24;55;1;2;0;
43;24;1;2;0;
39;25;1;2;0;
87;35;1;2;0;
20;4;1;2;0;
30;93;1;2;0;
45;80;1;2;0;
20;34;1;2;0;
40;42;1;2;0;
92;9;1;2;0;
7;98;1;2;0;
95;66;1;2;0;
52;10;1;2;0;
75;30;1;2;0;
39;11;1;2;0;
35;14;1;2;0;
17;77;1;2;0;
37;56;1;2;0;
54;24;1;2;0;
90;73;1;2;0;
79;20;1;2;0;
66;23;1;2;0;
51;85;1;2;0;
8;91;1;2;0;
79;51;1;2;0;
51;85;1;2;0;
49;97;1;2;0;
50;52;1;2;0;
6;25;1;2;0;
82;44;1;2;0;
87;68;1;2;0;
57;3;1;2;0;
96;46;1;2;0;
58;49;1;2;0;
21;100;1;2;0;
74;99;1;2;0;
71;39;1;2;0;
73;21;1;2;0;
75;80;1;2;0;
63;5;1;2;0;
82;66;1;2;0;
89;82;1;2;0;
62;91;1;2;0;
34;20;1;2;0;
15;67;1;2;0;
63;53;1;2;0;
34;72;1;2;0;
55;81;1;2;0;
17;65;1;2;0;
30;89;1;2;0;
64;55;1;2;0;
87;86;1;2;0;
45;11;1;2;0;
6;71;1;2;0;
42;21;1;2;0;
76;23;1;2;0;
38;64;1;2;0;
5;99;1;2;0;
54;38;1;2;0;
18;20;1;2;0;
4;33;1;2;0;
72;89;1;2;0;
56;79;1;2;0;
69;72;1;2;0;
43;50;1;2;0;
12;58;1;2;0;
4;50;1;2;0;
95;48;1;2;0;
60;52;1;2;0;
19;1;1;2;0;
72;94;1;2;0;
23;9;1;2;0;
9;79;1;2;0;
60;15;1;2;0;
16;29;1;2;0;
86;19;1;2;0;
61;10;1;2;0;
59;16;1;2;0;
88;28;1;2;0;
39;82;1;2;0;
77;2;1;2;0;
91;81;1;2;0;
51;85;1;2;0;
80;62;1;2;0;
36;50;1;2;0;
62;60;1;2;0;
95;37;1;2;0;
20;4;1;2;0;
15;79;1;2;0;
70;83;1;2;0;
8;7;1;2;0;
53;20;1;2;0;
16;12;1;2;0;
88;55;1;2;0;
39;78;1;2;0;
88;67;1;2;0;
80;78;1;2;0;
99;82;1;2;0;
14;79;1;2;0;
44;2;1;2;0;
80;5;1;2;0;
13;75;1;2;0;
93;32;1;2;0;
30;60;1;2;0;
63;99;1;2;0;
94;70;1;2;0;
5;46;1;2;0;
41;73;1;2;0;
9;80;1;2;0;
27;47;1;2;0;
58;15;1;2;0;
66;89;1;2;0;
44;64;1;2;0;
70;10;1;2;0;
94;13;1;2;0;
11;74;1;2;0;
70;75;1;2;0;
48;14;1;2;0;
6;77;1;2;0;
25;68;1;2;0;
27;18;1;2;0;
89;83;1;2;0;
64;82;1;2;0;
55;24;1;2;0;
61;34;1;2;0;
23;70;1;2;0;
100;88;1;2;0;
58;43;1;2;0;
3;80;1;2;0;
4;97;1;2;0;
92;66;1;2;0;
22;13;1;2;0;
40;21;1;2;0;
27;98;1;2;0;
97;3;1;2;0;
65;75;1;2;0;
21;6;1;2;3233;
36;87;1;2;8293;
59;47;1;2;10385;
81;17;1;2;6832;
68;26;1;2;6336;
71;5;1;2;2626;
19;49;1;2;6057;
40;13;1;2;4392;
60;91;1;2;7982;
8;94;1;2;12380;
34;14;1;2;4567;
42;49;1;2;8367;
57;59;1;2;22;
57;40;1;2;7685;
56;59;1;2;5745;
50;29;1;2;736;
99;99;1;2;4838;
61;38;1;2;286;
15;49;1;2;9954;
66;8;1;2;2479;
34;41;1;2;9784;
6;35;1;2;5015;
65;43;1;2;7806;
74;100;1;2;6339;
99;7;1;2;6793;
49;8;1;2;2141;
56;6;1;2;8547;
63;19;1;2;7260;
83;85;1;2;8244;
41;3;1;2;11341;
44;88;1;2;915;
12;93;1;2;4563;
28;9;1;2;6213;
2;82;1;2;4387;
68;80;1;2;5917;
